particle_id,vx,vy,vz,px,py,pz,q,nhits
4509097185509376,-0.0249338,-0.0145662,-11.263,-0.720289,-1.18459,20.3438,-1,10
4509165904986112,-0.0249338,-0.0145662,-11.263,-1.10286,-0.219909,2.40578,1,8
4509234624462848,-0.0249338,-0.0145662,-11.263,0.125227,-0.00769881,0.174622,-1,0
4509303343939584,-0.0249338,-0.0145662,-11.263,0.098906,0.474025,2.80064,1,13
4509372063416320,-0.0249338,-0.0145662,-11.263,-0.881061,0.431862,-0.116135,-1,13
4509440782893056,-0.0249338,-0.0145662,-11.263,0.127865,-0.0406034,0.283594,1,0
4509509502369792,-0.0249338,-0.0145662,-11.263,-0.585698,-0.94372,-0.211051,-1,9
4509578221846528,-0.0249338,-0.0145662,-11.263,0.625153,-1.3527,-0.138281,-1,10
4509646941323264,-0.0249338,-0.0145662,-11.263,1.01482,-0.284517,-0.814236,1,9
4509715660800000,-0.0249338,-0.0145662,-11.263,0.756196,-0.827012,-0.486448,-1,10
4509784380276736,-0.0249338,-0.0145662,-11.263,0.427035,-0.540105,-0.933758,-1,5
4509853099753472,-0.0249338,-0.0145662,-11.263,0.0360513,-0.31739,-0.144074,1,11
4509921819230208,-0.0249338,-0.0145662,-11.263,1.1429,0.216219,-9.80781,-1,10
4510059258183680,-0.0249338,-0.0145662,-11.263,0.524405,0.0550856,-3.18248,-1,14
4510127977660416,-0.0249338,-0.0145662,-11.263,0.570439,0.0878038,-1.22892,1,11
4510265416613888,-0.0249338,-0.0145662,-11.263,0.504637,0.507835,-0.525914,1,11
4510334136090624,-0.0249338,-0.0145662,-11.263,1.92588,0.984109,1.06157,1,11
4510471575044096,-0.0249338,-0.0145662,-11.263,-0.324638,0.3137,8.02859,-1,10
4510540294520832,-0.0249338,-0.0145662,-11.263,0.665945,0.25311,7.37881,1,11
4510609013997568,-0.0249338,-0.0145662,-11.263,0.112137,-0.0274976,0.99272,-1,0
4510677733474304,-0.0249338,-0.0145662,-11.263,0.700524,0.810293,6.58687,-1,1
4510815172427776,-0.0249338,-0.0145662,-11.263,2.32941,1.05717,46.9073,-1,14
4511158769811456,-0.0249338,-0.0145662,-11.263,1.77792,-0.829854,50.8112,-1,12
4511364928241664,-0.0249338,-0.0145662,-11.263,0.497908,0.255626,6.1063,1,9
4511639806148608,-0.0249338,-0.0145662,-11.263,0.482592,0.499941,15.4165,1,12
4511845964578816,-0.0249338,-0.0145662,-11.263,0.155052,0.385961,2.22099,-1,14
4511914684055552,-0.0249338,-0.0145662,-11.263,0.0282432,-0.22809,0.603529,1,0
4511983403532288,-0.0249338,-0.0145662,-11.263,0.195138,0.666127,1.36342,-1,5
4512052123009024,-0.0249338,-0.0145662,-11.263,-2.59326,-2.85645,-12.3534,-1,11
4512120842485760,-0.0249338,-0.0145662,-11.263,-2.18712,-2.01265,-9.13411,1,12
4512189561962496,-0.0249338,-0.0145662,-11.263,-2.19214,-2.14759,-7.45299,1,4
4512258281439232,-0.0249338,-0.0145662,-11.263,-0.260908,-0.688081,-2.14275,-1,10
4512395720392704,-0.0249338,-0.0145662,-11.263,-0.116846,-0.0242046,0.293943,-1,0
4512464439869440,-0.0249338,-0.0145662,-11.263,0.208264,-0.303333,-0.255992,-1,0
4512533159346176,-0.0249338,-0.0145662,-11.263,-0.276712,0.0166861,1.58225,1,8
4512601878822912,-0.0249338,-0.0145662,-11.263,-1.18593,-0.231733,17.928,-1,10
4513151634636800,-0.0249338,-0.0145662,-11.263,-4.8115,-0.876778,1.81047,-1,11
4513220354113536,-0.0249338,-0.0145662,-11.263,-0.177991,-0.0510821,-0.0402105,1,8
4513289073590272,-0.0249338,-0.0145662,-11.263,-0.153961,-0.076297,0.0636234,1,10
4513357793067008,-0.0249338,-0.0145662,-11.263,-0.161487,0.436018,-1.94513,1,10
4513426512543744,-0.0249338,-0.0145662,-11.263,-0.619276,0.0463967,-6.77777,-1,0
4513563951497216,-0.0249338,-0.0145662,-11.263,-0.0640798,0.42256,-3.3621,1,9
4513632670973952,-0.0249338,-0.0145662,-11.263,-0.267675,0.930151,-11.9337,-1,11
4513701390450688,-0.0249338,-0.0145662,-11.263,-0.123807,0.630296,-13.328,-1,11
4514182426787840,-0.0249338,-0.0145662,-11.263,1.6455,8.1058,-17.0674,-1,11
4514251146264576,-0.0249338,-0.0145662,-11.263,1.36836,3.689,-8.58153,-1,11
4514319865741312,-0.0249338,-0.0145662,-11.263,0.959111,1.52272,-3.56782,1,7
4514457304694784,-0.0249338,-0.0145662,-11.263,1.23934,0.413506,-2.85584,-1,9
4514526024171520,-0.0249338,-0.0145662,-11.263,4.72255,3.19275,-11.4515,1,5
4514594743648256,-0.0249338,-0.0145662,-11.263,1.38083,1.15785,-4.72665,-1,12
4514663463124992,-0.0249338,-0.0145662,-11.263,16.6947,11.1694,-44.7027,-1,10
4514732182601728,-0.0249338,-0.0145662,-11.263,12.9056,9.19011,-34.5067,-1,13
4514800902078464,-0.0249338,-0.0145662,-11.263,-1.34075,-0.629614,0.0175967,1,12
4514869621555200,-0.0249338,-0.0145662,-11.263,-1.38517,-0.892304,-0.637538,-1,12
4515281938415616,-0.0249338,-0.0145662,-11.263,-0.9041,-1.07033,-11.6505,1,12
4515350657892352,-0.0249338,-0.0145662,-11.263,-0.585041,-0.234328,-2.9783,-1,13
4515488096845824,-0.0249338,-0.0145662,-11.263,-0.522554,0.0705254,5.19243,1,12
4515556816322560,-0.0249338,-0.0145662,-11.263,0.0343578,0.249104,2.83921,-1,11
4515694255276032,-0.0249338,-0.0145662,-11.263,-0.0554639,0.224422,-0.93774,1,10
4515762974752768,-0.0249338,-0.0145662,-11.263,-0.734673,0.127435,-3.78694,-1,9
4515831694229504,-0.0249338,-0.0145662,-11.263,-0.695231,0.0715901,-1.4259,1,10
4516037852659712,-0.0249338,-0.0145662,-11.263,0.368236,-0.150593,-3.58388,-1,16
4516106572136448,-0.0249338,-0.0145662,-11.263,0.227353,0.245948,0.263885,1,5
4516175291613184,-0.0249338,-0.0145662,-11.263,0.0278125,0.110069,1.96499,-1,0
4516244011089920,-0.0249338,-0.0145662,-11.263,0.200931,0.72923,2.22682,-1,10
4516381450043392,-0.0249338,-0.0145662,-11.263,-14.5962,-0.736529,150.701,-1,9
4516450169520128,-0.0249338,-0.0145662,-11.263,-6.15481,-0.0457889,63.7225,1,17
4516656327950336,-0.0249338,-0.0145662,-11.263,-4.60146,6.73909,24.1182,-1,13
4516725047427072,-0.0249338,-0.0145662,-11.263,-3.66201,4.82835,20.9407,1,9
4516793766903808,-0.0249338,-0.0145662,-11.263,-0.199748,0.397018,1.16184,1,12
4516931205857280,-0.0249338,-0.0145662,-11.263,-1.20317,1.96563,7.57796,-1,11
4516999925334016,-0.0249338,-0.0145662,-11.263,-0.352335,0.565823,4.42661,-1,11
4517068644810752,-0.0249338,-0.0145662,-11.263,-0.560288,1.02423,-0.14785,1,9
4517137364287488,-0.0249338,-0.0145662,-11.263,0.100185,1.11079,0.0778852,1,15
4517206083764224,-0.0249338,-0.0145662,-11.263,-0.487208,2.341,-0.624168,-1,5
4517274803240960,-0.0249338,-0.0145662,-11.263,-0.58895,1.28564,0.106457,1,11
4517343522717696,-0.0249338,-0.0145662,-11.263,0.199534,1.39036,-0.301226,-1,12
4517412242194432,-0.0249338,-0.0145662,-11.263,-0.971209,0.163231,1.06012,-1,8
4517480961671168,-0.0249338,-0.0145662,-11.263,1.92323,-0.909846,-0.404031,-1,10
4517549681147904,-0.0249338,-0.0145662,-11.263,0.388449,0.0263498,-0.296463,1,13
4517618400624640,-0.0249338,-0.0145662,-11.263,1.02954,-1.10461,-0.652113,-1,11
4517687120101376,-0.0249338,-0.0145662,-11.263,0.551353,-2.90751,-7.40062,1,10
4517755839578112,-0.0249338,-0.0145662,-11.263,-0.097559,-0.319466,-0.399028,1,10
4517824559054848,-0.0249338,-0.0145662,-11.263,0.454759,-0.616186,-3.17467,-1,8
4517893278531584,-0.0249338,-0.0145662,-11.263,0.204768,0.0895613,-0.414941,-1,10
4517961998008320,-0.0249338,-0.0145662,-11.263,0.101932,0.400535,-0.87876,1,11
4518030717485056,-0.0249338,-0.0145662,-11.263,-0.161463,-0.134644,-0.17211,-1,12
4518099436961792,-0.0249338,-0.0145662,-11.263,0.552744,0.516855,-0.726025,1,11
4518168156438528,-0.0249338,-0.0145662,-11.263,-0.172876,-0.086525,-0.161945,-1,9
4518236875915264,-0.0249338,-0.0145662,-11.263,0.330805,0.0580768,0.163016,1,9
4518305595392000,-0.0249338,-0.0145662,-11.263,-0.410893,0.600375,2.91714,-1,9
4518374314868736,-0.0249338,-0.0145662,-11.263,0.123797,0.785181,3.67819,1,4
4518443034345472,-0.0249338,-0.0145662,-11.263,0.461748,0.00736068,-0.140322,1,15
4518511753822208,-0.0249338,-0.0145662,-11.263,-0.286974,0.0842664,0.462817,-1,9
4518786631729152,-0.0249338,-0.0145662,-11.263,0.0494889,-0.553904,4.47064,-1,9
4518855351205888,-0.0249338,-0.0145662,-11.263,-1.17006,0.892106,1.97242,-1,8
4518924070682624,-0.0249338,-0.0145662,-11.263,-0.567155,0.616611,0.0957369,1,9
4518992790159360,-0.0249338,-0.0145662,-11.263,-0.406306,0.307119,-0.435175,1,4
4519061509636096,-0.0249338,-0.0145662,-11.263,-0.435902,-0.26562,0.0930974,-1,11
4519130229112832,-0.0249338,-0.0145662,-11.263,-0.296449,0.200615,-0.506175,1,12
4519198948589568,-0.0249338,-0.0145662,-11.263,-2.40705,0.366387,-1.30575,-1,11
4519336387543040,-0.0249338,-0.0145662,-11.263,-0.873774,-0.404583,-1.97652,1,9
4519405107019776,-0.0249338,-0.0145662,-11.263,-1.0568,0.19208,-1.89013,-1,10
4519473826496512,-0.0249338,-0.0145662,-11.263,-0.337352,-0.207067,-0.812717,1,10
4519542545973248,-0.0249338,-0.0145662,-11.263,0.102594,0.467676,-0.416583,-1,11
4519611265449984,-0.0249338,-0.0145662,-11.263,0.2357,-0.302378,-0.455228,1,12
4519679984926720,-0.0249338,-0.0145662,-11.263,0.872319,-0.626156,-0.116644,1,10
4519748704403456,-0.0249338,-0.0145662,-11.263,0.106226,-0.0590542,-0.466043,-1,0
4519817423880192,-0.0249338,-0.0145662,-11.263,0.961918,-0.784966,-1.99931,1,4
4519886143356928,-0.0249338,-0.0145662,-11.263,0.503433,0.691342,-8.90746,1,11
4520092301787136,-0.0249338,-0.0145662,-11.263,0.700263,0.737278,-0.533154,-1,13
4520161021263872,-0.0249338,-0.0145662,-11.263,0.78962,-0.520824,0.760188,-1,9
4520229740740608,-0.0249338,-0.0145662,-11.263,1.63358,-1.01223,2.50985,1,10
4520298460217344,-0.0249338,-0.0145662,-11.263,1.21977,-1.62609,1.76904,-1,9
4520367179694080,-0.0249338,-0.0145662,-11.263,0.866521,-0.770663,1.82177,1,11
4520435899170816,-0.0249338,-0.0145662,-11.263,0.622863,-0.51905,0.377295,-1,12
4520504618647552,-0.0249338,-0.0145662,-11.263,0.0543566,-0.905531,2.09788,1,10
4520573338124288,-0.0249338,-0.0145662,-11.263,0.306291,-0.337524,0.173168,-1,13
4520642057601024,-0.0249338,-0.0145662,-11.263,1.0826,0.151916,2.22472,-1,3
4520710777077760,-0.0249338,-0.0145662,-11.263,0.476631,0.135961,1.07707,1,11
4520779496554496,-0.0249338,-0.0145662,-11.263,1.06072,0.583162,9.23146,1,14
4520848216031232,-0.0249338,-0.0145662,-11.263,1.12144,-0.525546,27.1114,1,13
4520985654984704,-0.0249338,-0.0145662,-11.263,0.857483,-0.239207,20.1344,-1,13
4521466691321856,-0.0249338,-0.0145662,-11.263,0.783379,0.352243,18.0259,1,12
4521535410798592,-0.0249338,-0.0145662,-11.263,3.21214,-0.392395,82.8557,-1,11
4521879008182272,-0.0249338,-0.0145662,-11.263,0.297742,0.0652135,6.00706,1,13
4522016447135744,-0.0249338,-0.0145662,-11.263,0.0367836,-0.156736,0.170634,1,8
4522153886089216,-0.0249338,-0.0145662,-11.263,0.191842,0.11791,0.155689,-1,6
4522360044519424,-0.0249338,-0.0145662,-11.263,0.321489,-0.385356,-7.81316,-1,12
4503668363628545,-102.027,234.126,-171.935,0.273869,-0.129439,0.0950873,1,7
4503668363632642,-102.027,234.126,-171.935,-0.302284,0.0949601,-0.134959,1,6
4505248928378882,25.7853,654.211,126.782,0.276752,0.396893,0.121317,1,1
4505248911593473,-33.7096,11.1674,-142.191,0.0891427,-0.274863,0.0469909,-1,6
4505248911597570,-33.7096,11.1674,-142.191,-0.172616,0.278417,0.129056,1,5
4505248911605762,-33.7096,11.1674,-142.191,0.10946,-0.0353865,-0.25151,-1,0
4505386350546945,28.2647,69.4318,-137.394,-0.356367,-0.306863,-0.0732576,-1,5
4505386350551042,28.2647,69.4318,-137.394,0.196169,0.128053,0.00922586,1,7
4505798667407361,-161.807,-117.551,-178.035,-0.215094,-0.0959812,0.306417,-1,9
4506485862174721,-275.392,-593.983,289.192,-0.0683508,0.226429,-0.165216,1,6
4506485862178818,-275.392,-593.983,289.192,0.167491,-0.0354472,0.149966,1,1
4507928971186177,-334.696,819.014,1494.5,0.266898,0.0182203,-0.0942073,-1,0
4507928971190274,-334.696,819.014,1494.5,-0.425154,0.172654,0.0785513,1,0
4508410007523329,-374.065,326.214,-115.822,0.350023,0.172217,0.141207,1,2
4508410007527426,-374.065,326.214,-115.822,-0.153747,-0.0791081,-0.0531557,1,3
4508410007531522,-374.065,326.214,-115.822,-0.107373,0.0328058,-0.0611366,-1,0
4508410007535618,-374.065,326.214,-115.822,-0.0235193,0.10143,0.00455064,1,0
4508410007539714,-374.065,326.214,-115.822,-0.0570873,0.0944445,-0.0204077,1,0
4508410007543810,-374.065,326.214,-115.822,-0.0580802,0.0981063,-0.0205315,1,0
4509165921767425,-573.559,-26.855,1220,0.215727,-0.0133475,-0.0380071,1,4
4509165921771522,-573.559,-26.855,1220,-0.0135231,-0.114339,-0.0713907,-1,0
4509165921775618,-573.559,-26.855,1220,-0.190081,0.0678315,0.0144259,1,0
4509165921779714,-573.559,-26.855,1220,-0.124495,0.0587537,0.112029,1,0
4509784413843458,125.493,-117.568,-427.883,0.294644,0.251744,-0.120171,1,5
4509784413847554,125.493,-117.568,-427.883,-0.213478,-0.0561736,0.144468,1,4
4509784413855746,176.326,-94.3883,-378.064,0.196246,-0.0618226,0.118012,-1,2
4509784413859842,176.326,-94.3883,-378.064,-0.0173502,0.118671,-0.247717,1,0
4509784397058049,180.417,-181.873,-360.899,0.352291,-0.184317,0.167793,1,10
4509784397062146,180.417,-181.873,-360.899,-0.153847,0.140211,-0.163977,1,0
4509784397074434,180.417,-181.873,-360.899,-0.0311222,0.104266,-0.021173,1,0
4510677750255617,60.0006,73.1433,570.569,0.0313276,0.0972115,0.260763,1,0
4511983420313601,47.1871,351.932,688.992,-0.0872296,0.10081,0.0521424,1,0
4511983420317698,47.1871,351.932,688.992,0.0914078,-0.0599569,-0.00285782,-1,0
4511983420321794,47.1871,351.932,688.992,-0.141545,-0.202153,0.028124,1,3
4512189578743809,-186.63,-174.338,-631.302,0.0577214,0.105249,0.0168832,1,0
4512189578747906,-186.63,-174.338,-631.302,-0.188059,-0.0301468,-0.0658561,1,5
4512189578752002,-186.63,-174.338,-631.302,-0.0658043,-0.120764,-0.0564657,1,0
4512464456650753,18.8253,-26.0038,-33.612,-0.0254898,-0.223509,0.228719,1,6
4512533176127489,-241.252,89.3661,1495.5,-0.00474914,0.277225,-0.216823,1,3
4512533176131586,-241.252,89.3661,1495.5,0.215269,-0.152547,-0.038513,1,0
4513426529325057,-18.96,1.23152,-218.373,-0.0529589,0.490535,-0.267834,1,12
4513426529329154,-18.96,1.23152,-218.373,-0.166997,-0.0017304,-1.79733,1,10
4514319882522625,302.162,400.015,-1006.33,-0.0670243,0.196797,0.172954,-1,0
4514526040952833,297.885,193.254,-724.776,0.173787,-0.125413,-0.184216,-1,4
4514526040956930,297.885,193.254,-724.776,-0.215025,0.133069,-0.153132,1,0
4516106588917761,210.346,144.841,188.619,-0.11697,-0.0512564,0.0412022,-1,0
4516175308394497,3.72388,18.6315,318.505,0.0667742,0.172566,-0.0869308,-1,8
4516175308398594,3.72388,18.6315,318.505,0.127226,0.00237875,-0.0810401,-1,0
4517206117322753,-678.347,450.993,127.215,-0.0196365,-0.135666,0.0212991,1,0
4517206117326850,-678.347,450.993,127.215,-0.0444004,0.168355,0.035455,1,1
4517206117330946,-678.347,450.993,127.215,0.0602333,0.123482,0.158946,1,0
4517206100545537,-130.807,477.256,-140.925,-0.225659,-0.176023,0.131424,1,0
4517206100557826,-130.807,477.256,-140.925,-0.0919758,-0.101357,0.129648,1,0
4518992806940673,-178.886,182.275,-229.462,-0.136262,-0.0807523,0.192181,1,3
4518992806944770,-178.886,182.275,-229.462,-0.178179,0.117075,-0.0291696,-1,4
4519817457446914,-251.715,917.356,1220,0.300802,-0.0855365,0.0558268,1,0
4519817457451010,-251.715,917.356,1220,0.123183,-0.0845731,-0.0043578,1,0
4519817440661505,187.437,-173.47,-422.321,0.174776,0.0311659,-0.0453902,1,5
4519817440665602,187.437,-173.47,-422.321,-0.323746,-0.134405,0.30347,1,0
4520642091159553,115.371,-4.88031,316.521,0.158784,-0.000438119,-0.0420904,1,6
4520642091163650,115.371,-4.88031,316.521,0.0970075,-0.04693,0.0316207,1,0
4520642091167746,115.371,-4.88031,316.521,0.0393579,0.0990072,0.0971956,-1,0
4520642074382337,196.259,38.5044,396.177,-0.167874,-0.0602237,-0.154185,-1,2
4523184678240256,-0.0249338,-0.0145662,-11.263,-5.03093,-3.49653,-15.5161,1,11
4523253397716992,-0.0249338,-0.0145662,-11.263,-0.656552,-0.477613,-2.00903,-1,9
4523322117193728,-0.0249338,-0.0145662,-11.263,-3.75248,-2.75104,-11.3797,1,10
4523390836670464,-0.0249338,-0.0145662,-11.263,-3.26667,-2.37895,-10.7773,-1,12
4523734434054144,-0.304331,-1.16858,-10.5648,-0.505732,-0.930063,0.911193,-1,10
4523871873007616,-0.304331,-1.16858,-10.5648,-1.08978,-5.2603,2.30339,1,11
4523940592484352,-0.0249338,-0.0145662,-11.263,5.45542,-5.17235,-13.2915,1,11
4524009311961088,-0.0249338,-0.0145662,-11.263,7.71057,-7.83676,-19.5736,-1,13
4524215470391296,-0.0249338,-0.0145662,-11.263,1.74854,-2.37407,-4.94056,1,7
4524284189868032,-0.0249338,-0.0145662,-11.263,0.414464,-0.822573,-2.15922,-1,10
4524352909344768,-0.0249338,-0.0145662,-11.263,0.427373,-0.731643,-2.39335,1,12
4524421628821504,-0.0249338,-0.0145662,-11.263,0.478844,-0.299504,-1.77385,-1,11
4525108823588864,-0.0249338,-0.0145662,-11.263,-4.02883,-0.695246,1.54573,-1,11
4525246262542336,-387.1,-89.0494,126.223,-3.41426,-0.851881,1.40831,1,4
4525314982019072,-0.0249338,-0.0145662,-11.263,-1.32565,-0.111038,0.0352293,1,11
4525383701495808,-0.0249338,-0.0145662,-11.263,-0.705641,-0.173765,-0.295657,-1,9
4525727298879488,-0.0249338,-0.0145662,-11.263,-2.8111,-0.70993,-0.401966,1,11
4525796018356224,-0.0249338,-0.0145662,-11.263,-1.14853,-0.331774,-0.508819,-1,10
4525864737832960,-0.0249338,-0.0145662,-11.263,-0.70177,-0.343627,-0.194318,1,10
4525933457309696,-0.0249338,-0.0145662,-11.263,-0.306516,-0.134879,0.210126,-1,4
4525933474091009,-166.35,-111.03,116.422,-0.111736,0.066028,-0.327163,1,0
4527376566321152,-0.0249338,-0.0145662,-11.263,-0.176076,-0.57018,-4.04157,1,11
4527445285797888,-0.0249338,-0.0145662,-11.263,-0.267594,-0.874968,-6.80902,-1,12
4527514005274624,-0.0249338,-0.0145662,-11.263,-0.149054,-0.225348,-1.40916,1,11
4527582724751360,-0.0249338,-0.0145662,-11.263,-0.0392246,-0.164187,-0.50536,-1,2
4527720163704832,-0.0249338,-0.0145662,-11.263,-0.0118706,-0.274868,-0.923601,1,2
4527788883181568,-0.0249338,-0.0145662,-11.263,-0.348599,-0.175654,-0.643486,-1,9
4527720180486145,-18.7013,-113.943,-397.456,0.12129,0.125432,0.408685,1,4
4528338638995456,-0.0249338,-0.0145662,-11.263,1.01505,-0.353958,25.9328,-1,10
4528682236379136,-0.0249338,-0.0145662,-11.263,-3.4855,-0.643022,38.9457,1,12
4528750955855872,-0.0249338,-0.0145662,-11.263,-2.85075,-0.105556,30.7413,-1,8
4529919186960384,-0.0249338,-0.0145662,-11.263,0.0559951,0.172107,0.396695,1,9
4529987906437120,-0.0249338,-0.0145662,-11.263,-0.339787,0.653865,2.0688,-1,13
4530400223297536,-0.0249338,-0.0145662,-11.263,0.16999,-0.696843,-1.19215,1,10
4530468942774272,-0.0249338,-0.0145662,-11.263,-0.0626731,-0.213394,-0.838206,-1,11
4531018698588160,-0.0249338,-0.0145662,-11.263,-0.0531342,-0.157305,0.311269,1,8
4531087418064896,-0.0249338,-0.0145662,-11.263,-0.229019,-0.0713128,1.15794,-1,2
4531087434846209,-65.7255,-27.1519,333.501,-0.240868,-0.213894,0.102731,1,11
4531087434850306,-65.7255,-27.1519,333.501,0.408996,0.227244,0.738506,1,9
4531087434854402,-65.7255,-27.1519,333.501,-0.313391,-0.100202,0.0731391,-1,9
4531705893355520,-0.0249338,-0.0145662,-11.263,0.170976,-0.116689,0.786887,1,11
4531774612832256,-0.0249338,-0.0145662,-11.263,0.0532461,0.202403,1.91913,-1,14
4531912051785728,-0.0249447,-0.0145464,-11.2629,-0.067069,0.204026,0.924488,-1,5
4532461807599616,-0.0249338,-0.0145662,-11.263,-0.566984,0.760671,0.496075,1,9
4532530527076352,-0.0249338,-0.0145662,-11.263,-1.19433,0.576943,0.686866,-1,12
4532599246553088,-0.0249338,-0.0145662,-11.263,-0.270237,0.0575388,0.196523,1,11
4532667966029824,-0.0249338,-0.0145662,-11.263,-0.414505,0.119959,-0.00650553,-1,10
