particle_id,vx,vy,vz,px,py,pz,q,nhits
4514388585218048,0.000443358,0.0237931,-6.80641,1.82815,-0.333954,8.29822,1,11
4514457304694784,0.000443358,0.0237931,-6.80641,0.391158,-0.223111,0.943479,-1,11
4514594743648256,0.000443358,0.0237931,-6.80641,-0.141702,0.0447695,3.26884,1,0
4514732182601728,0.000443358,0.0237931,-6.80641,0.312841,0.656964,2.03355,1,7
4514800902078464,0.000443358,0.0237931,-6.80641,0.0868599,1.16972,3.34147,-1,12
4514869621555200,0.000443358,0.0237931,-6.80641,0.400686,1.54663,1.06739,1,10
4514938341031936,0.000443358,0.0237931,-6.80641,0.109768,-0.273406,3.9179,1,12
4515007060508672,0.000443358,0.0237931,-6.80641,-0.39709,0.672069,1.11996,1,9
4515144499462144,0.000443358,0.0237931,-6.80641,0.264688,1.42449,-13.354,1,10
4515213218938880,0.000443358,0.0237931,-6.80641,-0.404854,0.338517,-2.82825,-1,11
4515281938415616,0.000443358,0.0237931,-6.80641,-0.0117689,1.02218,-8.11364,-1,10
4515350657892352,0.000443358,0.0237931,-6.80641,-0.222548,0.0379234,-5.66744,1,12
4515419377369088,0.000443358,0.0237931,-6.80641,0.688107,0.74876,-23.2458,-1,12
4515694255276032,0.000443358,0.0237931,-6.80641,-0.290207,0.48813,-7.33161,-1,0
4515900413706240,0.000443358,0.0237931,-6.80641,0.138632,-0.194867,-1.2759,-1,11
4516037852659712,0.000443358,0.0237931,-6.80641,0.0237797,1.96121,51.8966,1,11
4516175291613184,0.000443358,0.0237931,-6.80641,-0.0401183,-0.226634,6.20152,-1,12
4516312730566656,0.000443358,0.0237931,-6.80641,-0.0542284,0.417757,4.50596,1,6
4516381450043392,0.000443358,0.0237931,-6.80641,-0.498749,-0.0186083,-0.120075,-1,10
4516450169520128,0.000443358,0.0237931,-6.80641,0.487537,0.2208,0.0883586,1,15
4516518888996864,0.000443358,0.0237931,-6.80641,-0.107947,-0.151322,-0.146507,-1,4
4516656327950336,0.000443358,0.0237931,-6.80641,0.485105,-1.29453,-4.80776,-1,3
4516725047427072,0.000443358,0.0237931,-6.80641,-1.92744,-8.33028,-38.9014,1,10
4516793766903808,0.000443358,0.0237931,-6.80641,-1.03762,-4.07705,-16.9569,-1,12
4517206083764224,0.000443358,0.0237931,-6.80641,-1.30266,-4.44616,-20.9407,1,1
4517274803240960,0.000443358,0.0237931,-6.80641,-2.36792,-7.07127,-34.5785,-1,10
4505180192116737,-137.987,76.398,600,-0.400262,0.0996159,-0.278249,-1,5
4505180192120834,-137.987,76.398,600,0.187912,-0.0423472,0.0926386,1,6
4505729947930625,-246.317,-87.3482,-2145.5,-0.357769,0.135548,-0.693118,1,2
4505729947934722,-246.317,-87.3482,-2145.5,0.349732,-0.0769612,-0.831902,1,0
4505729947938818,-246.317,-87.3482,-2145.5,-0.26307,-0.300496,-2.37524,1,2
4505729947942914,-246.317,-87.3482,-2145.5,-0.222557,-0.0787124,-1.41933,1,2
4505729947947010,-246.317,-87.3482,-2145.5,-0.19296,-0.0779473,-1.47676,1,2
4507173056942081,264.8,554.654,2150,-0.247415,-0.386122,0.147671,1,0
4507173056946178,264.8,554.654,2150,0.352212,0.382892,0.510064,1,0
4507173056950274,264.8,554.654,2150,0.0890176,0.259877,0.512371,1,0
4507173056954370,264.8,554.654,2150,0.0826375,0.0843774,0.390157,1,0
4507379215372289,-82.4716,146.478,570.569,-0.0657184,0.13143,0.135258,1,0
4507379215376386,-82.4716,146.478,570.569,-0.188126,-0.313439,0.0780023,1,5
4508203849093121,14.8326,171.749,253.111,-0.166991,0.0372107,0.0435936,1,3
4508203849097218,14.8326,171.749,253.111,-0.0893535,0.147488,0.0464117,1,4
4508753604907009,21.374,-53.9031,-570.569,0.234401,-0.11372,-0.325671,1,5
4508753604911106,21.374,-53.9031,-570.569,-0.257998,0.12726,0.359569,1,8
4510609030778881,12.5333,14.28,371.018,-0.308322,-0.0028155,0.241131,1,9
4511708542406657,-181.728,-173.595,-2148.5,0.0774004,-0.0710181,-0.0498902,1,0
4511708542410754,-181.728,-173.595,-2148.5,-0.0964462,0.0982388,0.454615,-1,0
4512601895604225,-43.1318,-107.339,386.474,-0.463319,0.039665,0.136417,1,8
4512601895608322,-43.1318,-107.339,386.474,0.322487,0.016996,-0.0841702,1,10
4513426546110466,-284.738,219.653,1008.77,0.00188979,0.218601,-0.0015046,1,2
4513426529325057,-411.937,281.393,908.013,-0.277533,0.168182,-0.107056,-1,2
4513426529329154,-411.937,281.393,908.013,0.345121,-0.213711,0.28898,-1,1
4514251163045889,140.423,-899.09,2550,-0.111935,0.0134304,0.009848,1,0
4514251163049986,140.423,-899.09,2550,0.118911,0.000328449,-0.24936,-1,8
4514732199383041,327.113,425.351,1500,0.289314,0.0209811,-0.0864549,1,0
4515694272057345,-18.6939,30.1924,-465.015,-0.0902219,0.0911238,-0.0563315,-1,0
4516312747347969,-1.25084,199.996,2124.82,-0.0414891,-0.106387,-0.0694119,-1,0
4516312747352066,-1.25084,199.996,2124.82,0.107812,0.427629,0.0170061,1,0
4516518905778177,-47.4187,-250.95,-206.967,-0.141043,0.0720444,0.295218,1,0
4516656344731649,44.759,-110.035,-419.947,-0.0920871,0.121539,0.346554,1,0
4517206100545537,-36.052,-119.348,-570.569,0.13176,-0.366395,0.281928,1,9
4517206100549634,-36.052,-119.348,-570.569,-0.0470938,0.117265,-0.127283,1,0
4517480961671168,0.000443358,0.0237931,-6.80641,0.627464,0.582648,-12.221,1,11
4517549681147904,0.000443358,0.0237931,-6.80641,0.372327,0.651863,-14.962,-1,0
4517549697929217,16.7756,30.353,-697.5,0.354276,0.460793,-2.21214,1,11
4517549697933314,16.7756,30.353,-697.5,-0.264473,0.464197,-0.28418,-1,5
4517549697937410,16.7756,30.353,-697.5,0.0520983,-0.108645,-2.64662,1,0
4517549697941506,16.7756,30.353,-697.5,0.0490814,0.0912549,-2.07099,1,0
4518649192775680,0.000443358,0.0237931,-6.80641,-0.175931,0.0495862,1.17804,1,15
4518717912252416,0.000443358,0.0237931,-6.80641,-0.524622,-0.200002,1.93364,-1,2
4518717945823234,-105.175,-170.112,397.254,-0.174506,-0.364342,-0.00554583,1,5
4518717945827330,-105.175,-170.112,397.254,0.0339267,0.108542,0.0541454,1,0
4518717929033729,-65.8761,-28.0033,239.985,-0.267985,-0.0173807,0.710767,1,13
4518717929037826,-65.8761,-28.0033,239.985,0.107171,-0.0723933,0.43421,1,0
4518717929041922,-65.8761,-28.0033,239.985,-0.014369,-0.217385,0.229201,1,3
4519061509636096,0.000443358,0.0237931,-6.80641,-1.39341,0.596799,12.2024,1,10
4519130229112832,0.000443358,0.0237931,-6.80641,-0.250244,0.165915,4.05479,-1,12
4519336387543040,0.000443358,0.0237931,-6.80641,-0.667654,1.04818,27.3523,-1,13
4519542545973248,0.000443358,0.0237931,-6.80641,-0.010343,0.100162,-0.500153,-1,0
4519748704403456,0.000443358,0.0237931,-6.80641,-0.391897,1.88291,6.65321,1,10
4519817423880192,0.000443358,0.0237931,-6.80641,0.0108703,0.93226,3.24842,-1,6
4520298460217344,0.000443358,0.0237931,-6.80641,-3.23741,2.04228,8.51704,1,11
4520367179694080,0.000443358,0.0237931,-6.80641,-4.09035,2.71722,10.3234,-1,3
4520367196475393,-167.906,108.663,413.669,-0.230309,-0.0049604,0.0194897,1,8
4520573338124288,0.000443358,0.0237931,-6.80641,0.718702,0.639052,1.09883,1,11
4520642057601024,0.000443358,0.0237931,-6.80641,0.332363,-0.0519024,0.517464,-1,10
4520779496554496,35.2832,15.6129,36.8286,0.453965,0.0574699,0.515819,1,2
4520779513335809,255.102,12.142,284.788,0.315641,-0.054125,0.0544418,-1,6
4520848216031232,45.4236,131.918,118.268,0.552625,1.75331,1.54111,-1,7
4520916935507968,45.4236,131.918,118.268,0.105521,0.157739,0.271133,1,1
4520916952289281,134.286,221.064,297.176,-0.0882427,0.134654,-0.0350397,1,4
4521535410798592,-7.71849,-8.31021,-16.4983,-0.552286,-0.596591,-0.802896,1,11
4521535427579905,-706.279,-415.422,-825.812,0.0241177,0.101682,-0.124062,1,0
4521535427584002,-706.279,-415.422,-825.812,-0.156782,-0.160543,0.43137,-1,1
4521604130275328,-21.2121,-43.5143,-20.7045,-0.832198,-1.28334,-0.469939,-1,9
4521672849752064,0.000443358,0.0237931,-6.80641,0.425005,-0.247949,0.110354,1,14
4521741569228800,0.000443358,0.0237931,-6.80641,0.314761,-0.529208,0.250315,-1,9
4521947727659008,0.000443358,0.0237931,-6.80641,0.669296,-0.286307,0.0935805,1,12
4523390836670464,0.000443358,0.0237931,-6.80641,0.104682,-0.413505,4.86627,-1,13
4523459556147200,-4.05881,10.9765,-2.23428,-0.590022,1.21829,0.660864,1,10
4523528275623936,-0.0853887,0.400256,-6.73193,-0.174292,1.04184,0.047947,-1,10
4524284189868032,87.7043,-112.387,-269.609,1.02894,-1.32424,-3.15229,1,6
4524352909344768,87.7043,-112.387,-269.609,0.354256,-0.448604,-0.992407,-1,7
4525658579402752,0.000443358,0.0237931,-6.80641,-0.128017,0.0523497,-0.0954553,-1,0
4526345774170112,0.000443358,0.0237931,-6.80641,0.207527,-0.219348,-1.22984,1,1
4526414493646848,0.000443358,0.0237931,-6.80641,0.450839,-1.43187,-6.33574,-1,6
4526551932600320,0.000443358,0.0237931,-6.80641,0.208886,-0.168135,-1.39217,1,13
4526620652077056,0.000443358,0.0237931,-6.80641,-0.101403,-0.00278223,-1.50353,-1,0
4526345824514050,-736.976,-347.009,384.194,0.0394816,-0.383498,-0.12899,1,1
4526345824518146,-736.976,-347.009,384.194,0.158565,0.177675,-0.0600443,1,5
4526345807728641,-56.1262,-256.272,33.4624,-0.092616,-0.12157,0.291504,1,0
4526345807732738,-56.1262,-256.272,33.4624,-0.0834846,-0.221518,0.0965227,1,3
4526345790951425,47.2997,-58.1584,-313.185,-0.181484,-0.200856,0.413687,-1,2
4529369431146496,13.4245,-3.96226,259.512,0.286665,-0.133819,3.01087,-1,12
4529644309053440,21.3418,-23.3835,1006.3,0.10263,-0.306184,8.01505,-1,6
4530125345390592,3.14766,-13.8534,-120.274,0.042262,0.150074,-0.366917,1,7
4530194064867328,3.14766,-13.8534,-120.274,-0.0156382,-0.267467,-0.592957,-1,5
4530125362171905,318.196,170,-1048.83,-0.126815,-0.242531,-0.0305905,1,2
4530194081648641,53.9979,-251.902,-672.543,0.125517,-0.282387,-0.0811412,1,8
4530194081652738,53.9979,-251.902,-672.543,0.0472514,0.147735,-0.0954889,1,1
4530194081656834,53.9979,-251.902,-672.543,-0.130142,0.020139,0.0550435,1,0
4531774612832256,10.4256,-26.1344,-8.89202,-0.0499206,-0.407739,-0.0829845,1,13
4531843332308992,10.4256,-26.1344,-8.89202,0.297167,-0.212634,0.0335216,-1,10
4531912051785728,0.333889,0.21012,-6.78911,-0.0380802,-0.125426,-0.0897111,1,0
4531980771262464,0.333889,0.21012,-6.78911,0.164239,0.195923,0.0962578,-1,7
4532186929692672,-0.152858,0.60989,-4.54035,-1.0504,3.70789,13.5752,1,3
4532255649169408,-0.152858,0.60989,-4.54035,-2.65508,9.63431,37.3485,-1,12
4532186946473985,-51.5122,193.252,697.086,0.321668,-0.258033,0.198595,1,4
4533217721843712,-2.07344,0.167053,-8.41424,-9.20517,1.01092,-7.85565,1,10
4533698758180864,0.544545,0.198611,-6.10731,3.95913,1.37648,5.73744,-1,10
4533767477657600,0.544545,0.198611,-6.10731,0.146459,0.129757,0.380096,1,8
4533836197134336,0.663041,0.232125,-5.95966,2.70439,0.190327,2.97156,1,9
4533904916611072,0.663041,0.232125,-5.95966,0.328398,0.199424,0.613281,-1,8
4540845583761408,-2.07344,0.167053,-8.41424,-0.655621,0.256684,-0.592471,1,13
4541051742191616,157.649,51.6042,192.542,8.77922,3.053,11.2718,1,1
4541051758972929,189.893,62.7759,233.919,0.0517337,-0.275996,-0.171447,1,3
4541257900621824,-2.07344,0.167053,-8.41424,-0.424936,0.023633,-0.331754,-1,12
4541326620098560,2.28919,0.795188,-3.89724,8.45096,2.71363,10.1054,-1,12
4541670217482240,-37.6375,152.133,588.126,-0.0753211,0.228003,0.879077,1,0
4541807656435712,-37.6377,152.133,588.128,-0.0934555,0.361753,1.31035,-1,1
4541876375912448,-37.6377,152.133,588.128,-0.108804,0.38292,1.42015,1,7
4541945095389184,-2.1156,0.168673,-8.45,-3.75493,0.559785,-3.50611,1,12
4542013814865920,-2.1156,0.168673,-8.45,-0.425647,-0.39922,-0.0398505,-1,9
9007267974217728,-0.0181608,0.0187119,-4.04574,-0.23514,-0.102395,0.0332838,-1,10
9007336693694464,-0.0181608,0.0187119,-4.04574,-1.4654,-0.523388,-1.38616,-1,11
9007405413171200,-0.0181608,0.0187119,-4.04574,0.245552,0.518281,-0.404525,1,9
9007474132647936,-0.0181608,0.0187119,-4.04574,-0.762063,-0.416625,-1.26033,-1,2
9007542852124672,-0.0181608,0.0187119,-4.04574,-0.978888,0.421391,-3.48997,1,13
9007680291078144,-0.0181608,0.0187119,-4.04574,-0.762933,-0.949056,30.6638,1,0
9007817730031616,-0.0181608,0.0187119,-4.04574,-0.0850392,-0.251237,0.49997,-1,6
9007886449508352,-0.0181608,0.0187119,-4.04574,-0.0265776,0.273371,1.50985,1,2
9007955168985088,-0.0181608,0.0187119,-4.04574,1.77068,1.65152,28.3007,1,11
9008023888461824,-0.0181608,0.0187119,-4.04574,0.451304,0.217814,6.39199,-1,0
9008642363752448,-0.0181608,0.0187119,-4.04574,-0.440154,0.478788,-13.5279,1,12
9008711083229184,-0.0181608,0.0187119,-4.04574,-0.0912924,-0.293291,-7.66235,-1,11
9008848522182656,-0.0181608,0.0187119,-4.04574,0.429346,0.203376,-0.31182,1,13
9008917241659392,-0.0181608,0.0187119,-4.04574,0.400936,-0.45256,-0.153088,-1,11
9008985961136128,-0.0181608,0.0187119,-4.04574,-0.306242,0.460406,0.271989,1,9
9009054680612864,-0.0181608,0.0187119,-4.04574,-1.45918,-0.703497,2.11182,-1,4
9009123400089600,-0.0181608,0.0187119,-4.04574,0.164151,0.170054,1.23123,1,14
9009192119566336,-0.0181608,0.0187119,-4.04574,-1.05508,-0.720397,4.25175,1,11
9009398277996544,-0.0181608,0.0187119,-4.04574,-0.671403,-0.256415,-17.8151,-1,11
9009948033810432,-0.0181608,0.0187119,-4.04574,0.987248,1.08648,0.427056,1,14
9010016753287168,-0.0181608,0.0187119,-4.04574,0.617302,-0.222493,-2.60243,-1,12
9010085472763904,-0.0181608,0.0187119,-4.04574,0.10696,1.33336,-0.682672,1,11
9010154192240640,-0.0181608,0.0187119,-4.04574,-0.676305,-0.0907436,2.14153,-1,9
9010429070147584,-0.0181608,0.0187119,-4.04574,-0.00511361,-0.242962,0.188476,-1,15
9010497789624320,-0.0181608,0.0187119,-4.04574,-0.0320996,0.129699,-0.0988524,1,0
9010566509101056,-0.0181608,0.0187119,-4.04574,0.238215,0.169703,-0.519573,-1,11
9010635228577792,-0.0181608,0.0187119,-4.04574,-0.0982513,-0.161414,-4.67648,-1,9
9010703948054528,-0.0181608,0.0187119,-4.04574,-0.293278,0.0707428,-6.13937,-1,13
9010910106484736,-0.0181608,0.0187119,-4.04574,0.162823,-1.13138,-1.23679,1,10
9011184984391680,-0.0181608,0.0187119,-4.04574,-0.0505285,-0.393323,0.321874,1,12
9011253703868416,-0.0181608,0.0187119,-4.04574,0.331731,0.377655,-0.144009,-1,9
9011322423345152,-0.0181608,0.0187119,-4.04574,-0.0142726,0.282606,0.967183,1,0
9011391142821888,-0.0181608,0.0187119,-4.04574,0.0821013,-0.182137,2.18055,-1,11
9011528581775360,-0.0181608,0.0187119,-4.04574,0.123356,-0.345553,5.34636,-1,10
9012078337589248,-0.0181608,0.0187119,-4.04574,-0.0860312,0.154748,-1.20034,1,9
9012147057065984,-0.0181608,0.0187119,-4.04574,0.24381,0.096119,-0.438717,-1,12
9012215776542720,-0.0181608,0.0187119,-4.04574,0.106816,0.0786799,-0.940905,-1,0
9012284496019456,-0.0181608,0.0187119,-4.04574,-0.510176,0.217639,0.260094,1,11
9012353215496192,-0.0181608,0.0187119,-4.04574,0.253094,0.00954815,0.0357293,-1,9
9012421934972928,-0.0181608,0.0187119,-4.04574,-1.89413,-0.885286,5.18218,-1,12
9012490654449664,-0.0181608,0.0187119,-4.04574,0.698663,0.18108,-8.28404,-1,0
9012696812879872,-0.0181608,0.0187119,-4.04574,0.438522,0.0867761,-4.04327,-1,11
9013040410263552,-0.0181608,0.0187119,-4.04574,-0.0244779,0.347217,-2.27756,-1,14
9013109129740288,-0.0181608,0.0187119,-4.04574,0.00704946,-0.262176,-2.6578,1,11
9013177849217024,-0.0181608,0.0187119,-4.04574,0.320036,-0.225083,-0.832658,1,14
9013246568693760,-0.0181608,0.0187119,-4.04574,0.594636,-0.564057,-0.39112,-1,11
9013315288170496,-0.0181608,0.0187119,-4.04574,-0.0486496,0.0953135,-0.185167,-1,0
9013521446600704,-0.0181608,0.0187119,-4.04574,0.342896,0.0448386,0.407157,1,12
9013590166077440,-0.0181608,0.0187119,-4.04574,0.334775,0.0719179,-0.0985529,-1,9
9013658885554176,-0.0181608,0.0187119,-4.04574,0.147641,-0.0123384,-0.430358,1,0
9013727605030912,-0.0181608,0.0187119,-4.04574,0.160984,0.0466313,0.31154,-1,10
9013796324507648,-0.0181608,0.0187119,-4.04574,-0.452566,-0.474849,-2.11869,-1,14
9013865043984384,-0.0181608,0.0187119,-4.04574,0.0132107,-0.308772,-0.902527,1,4
9014139921891328,-0.0181608,0.0187119,-4.04574,0.000740716,-0.257954,-0.501633,1,15
9014208641368064,-0.0181608,0.0187119,-4.04574,-0.225282,0.10446,0.395473,-1,11
9014277360844800,-0.0181608,0.0187119,-4.04574,-0.284773,0.115974,-0.324611,1,12
9014346080321536,-0.0181608,0.0187119,-4.04574,-0.220097,0.234632,-2.35499,1,11
9014758397181952,-0.0181608,0.0187119,-4.04574,-0.190933,0.11877,1.19267,1,11
